20,20,33,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,31,20,20,20,20,20
20,20,33,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,31,20,20,20,20,20
20,20,25,29,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,31,20,20,20,20,20
20,20,20,33,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,31,20,20,20,20,20
20,20,20,33,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,31,20,20,20,20,20
20,20,20,33,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,31,20,20,20,20,20
20,20,20,25,29,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,28,32,32,32,29,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,31,20,20,20,20,20
20,20,20,20,25,29,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,28,24,20,20,20,25,29,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,31,20,20,20,20,20
20,20,20,20,20,33,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,31,20,20,20,20,20,25,29,15,15,15,15,15,15,15,15,15,15,15,15,15,15,31,20,20,20,20,20
20,20,20,20,20,33,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,28,24,20,20,20,20,20,20,33,15,15,15,15,15,15,15,15,15,15,15,15,15,15,31,20,20,20,20,20
20,20,20,20,20,33,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,27,23,20,20,20,20,20,20,33,15,15,15,15,15,15,15,15,15,15,15,15,15,15,31,20,20,20,20,20
20,20,20,20,20,33,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,31,20,20,20,20,20,20,33,15,15,15,15,15,15,15,15,15,15,15,15,15,15,31,20,20,20,20,20
20,20,20,20,20,25,29,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,27,23,20,20,20,26,34,30,15,15,15,15,15,15,15,15,15,15,15,15,15,15,31,20,20,20,20,20
20,20,20,20,20,20,33,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,31,20,20,20,33,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,31,20,20,20,20,20
20,20,20,20,20,20,33,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,31,20,20,20,33,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,31,20,20,20,20,20
20,20,20,20,20,20,33,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,31,20,20,20,33,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,31,20,20,20,20,20
20,20,20,20,20,20,33,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,31,20,20,20,33,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,31,20,20,20,20,20
20,20,20,20,20,20,33,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,27,23,20,20,33,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,28,24,20,20,20,20,20
20,20,20,20,20,20,33,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,27,23,26,30,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,31,20,20,20,20,20,20
20,20,20,20,20,20,33,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,31,33,15,15,15,15,15,15,15,15,15,15,15,15,15,15,28,32,24,20,20,20,20,20,20
20,20,20,20,20,20,25,32,32,32,32,29,15,15,15,15,15,28,32,32,29,15,15,15,15,31,25,29,15,15,15,15,15,15,15,15,15,15,15,15,28,24,20,20,20,20,20,20,20,20
20,20,20,20,20,20,20,20,20,20,20,25,29,15,15,15,28,24,20,20,25,29,15,15,15,27,23,25,32,29,15,15,15,15,15,15,15,15,15,28,24,20,20,20,20,20,20,20,20,20
20,20,20,20,20,20,20,20,20,20,20,20,25,32,32,32,24,20,20,20,20,33,15,15,15,15,31,20,20,25,32,32,29,15,15,15,15,15,28,24,20,20,20,20,20,20,20,20,20,20
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,29,15,15,15,31,20,20,20,20,20,25,29,15,15,15,28,24,20,20,20,20,20,20,20,20,20,20,20
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,32,32,32,24,20,20,20,20,20,20,33,15,15,28,24,20,20,20,20,20,20,20,20,20,20,20,20
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,32,32,24,20,20,20,20,20,20,20,20,20,20,20,20,20
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
